signal_time,direction,leg1_r,leg2_r,total_r,exit_reason,is_win,session,dow,hour_utc,month,quarter,atr15,atr_trailing_pct,vol_regime
2026-05-04 03:50:00+00:00,bullish,-1.0,-1.0,-1.0,stop_before_target1,False,Asia,Monday,3,2026-05,2026Q2,0.0004149999999999432,0.19277708592777085,low
2026-05-04 06:05:00+00:00,bullish,-1.0,-1.0,-1.0,stop_before_target1,False,Asia,Monday,6,2026-05,2026Q2,0.00042678571428563953,0.20921544209215442,low
2026-05-05 23:00:00+00:00,bullish,0.4206345164741066,1.589855884299961,1.0052452003870338,both_targets,True,Off-session (22:00-00:00 UTC gap),Tuesday,23,2026-05,2026Q2,0.00023964285714295208,0.01268025857782198,low
2026-05-06 04:30:00+00:00,bullish,0.049017213021283555,0.06383637044637928,0.056426791733831416,both_targets,True,Asia,Wednesday,4,2026-05,2026Q2,0.00041214285714289263,0.20153313550939664,low
2026-05-06 08:00:00+00:00,bullish,0.09706860803883995,0.22867124009147044,0.16286992406515519,both_targets,True,Asia/London overlap,Wednesday,8,2026-05,2026Q2,0.0006703571428571412,0.53942828979793,medium
2026-05-07 06:45:00+00:00,bullish,0.10113087231605669,-1.0,-0.44943456384197167,stop_after_partial,False,Asia,Thursday,6,2026-05,2026Q2,0.00033928571428571655,0.11159315497710291,low
2026-05-13 06:10:00+00:00,bearish,0.1545936395756135,1.7417550058892732,0.9481743227324434,both_targets,True,Asia,Wednesday,6,2026-05,2026Q2,0.0002514285714285691,0.01925925925925926,low
2026-05-15 18:35:00+00:00,bearish,1.3492331345857638,4.63569205384904,2.9924625942174017,both_targets,True,New York,Friday,18,2026-05,2026Q2,0.0005239285714285621,0.4094151212553495,medium
2026-05-17 23:30:00+00:00,bearish,1.4684397827304387,0.36710994568268246,0.9177748642065606,both_targets,True,Off-session (22:00-00:00 UTC gap),Sunday,23,2026-05,2026Q2,0.00027714285714283297,0.04930278884462151,low
2026-05-19 13:10:00+00:00,bearish,0.2175643406739225,0.14858052533831154,0.18307243300611703,both_targets,True,London/NY overlap,Tuesday,13,2026-05,2026Q2,0.0005400000000000008,0.4485678704856787,medium
2026-05-21 02:20:00+00:00,bearish,-1.0,-1.0,-1.0,stop_before_target1,False,Asia,Thursday,2,2026-05,2026Q2,0.0003924999999999861,0.2355361897845558,low
2026-05-22 14:05:00+00:00,bearish,0.8222054529350306,-1.0,-0.08889727353248472,stop_after_partial,False,London/NY overlap,Friday,14,2026-05,2026Q2,0.0006853571428571918,0.6718972895863052,high
2026-05-27 23:00:00+00:00,bearish,0.49314926571512935,0.699836825610731,0.5964930456629302,both_targets,True,Off-session (22:00-00:00 UTC gap),Wednesday,23,2026-05,2026Q2,0.00028892857142857686,0.09276347741622147,low
2026-05-29 16:00:00+00:00,bullish,0.4922820872630263,0.38834317788729084,0.44031263257515857,both_targets,True,London/NY overlap,Friday,16,2026-05,2026Q2,0.0008257142857143027,0.8447825053482292,high
2026-06-01 05:05:00+00:00,bullish,0.2159847106771953,0.7478873563748555,0.4819360335260254,both_targets,True,Asia,Monday,5,2026-06,2026Q2,0.0002603571428571832,0.05529265255292653,low
2026-06-04 07:30:00+00:00,bearish,2.417083144021516,-1.0,0.708541572010758,stop_after_partial,True,Asia,Thursday,7,2026-06,2026Q2,0.0004221428571428471,0.3646435452793834,medium
2026-06-08 08:50:00+00:00,bearish,0.11649593985829823,0.3093168058304079,0.21290637284435304,both_targets,True,Asia/London overlap,Monday,8,2026-06,2026Q2,0.0007467857142857216,0.8356164383561644,high
2026-06-11 20:00:00+00:00,bullish,0.6318243404797418,0.15481788475334005,0.3933211126165409,both_targets,True,New York,Thursday,20,2026-06,2026Q2,0.0013485714285713657,0.9971462544589774,high
2026-06-12 08:20:00+00:00,bullish,0.48772763262068086,-1.0,-0.25613618368965957,stop_after_partial,False,Asia/London overlap,Friday,8,2026-06,2026Q2,0.0005821428571428802,0.6531339031339032,medium
2026-06-14 21:25:00+00:00,bullish,0.31679829621067573,0.8199485313690026,0.5683734137898392,both_targets,True,New York,Sunday,21,2026-06,2026Q2,0.00034928571428563933,0.23880227666419204,low
2026-06-17 20:00:00+00:00,bearish,0.9334561171023457,0.7250231823884526,0.8292396497453991,both_targets,True,New York,Wednesday,20,2026-06,2026Q2,0.001656785714285704,0.999757986447241,high
2026-06-18 07:35:00+00:00,bearish,0.024978441226324623,0.3158732046745524,0.1704258229504385,both_targets,True,Asia,Thursday,7,2026-06,2026Q2,0.0005328571428571285,0.5852082336045955,medium
2026-06-22 03:40:00+00:00,bearish,0.012080450872013825,0.017602942699224525,0.014841696785619175,both_targets,True,Asia,Monday,3,2026-06,2026Q2,0.0005121428571428499,0.5481316505815392,medium
2026-06-22 07:30:00+00:00,bearish,0.0029543482848414836,0.03249783113319801,0.01772608970901975,both_targets,True,Asia,Monday,7,2026-06,2026Q2,0.000467857142857131,0.4673428995546759,medium
2026-06-22 10:40:00+00:00,bearish,0.08883990448042298,0.013693368735687342,0.05126663660805516,both_targets,True,London,Monday,10,2026-06,2026Q2,0.0007574999999999983,0.8505320465231379,high
2026-06-22 13:05:00+00:00,bearish,0.030368694936971082,0.06674786074688113,0.04855827784192611,both_targets,True,London/NY overlap,Monday,13,2026-06,2026Q2,0.0006074999999999989,0.7020539470428112,high
2026-06-23 07:45:00+00:00,bearish,0.2858852938071055,0.3154596345457338,0.30067246417641963,both_targets,True,Asia,Tuesday,7,2026-06,2026Q2,0.0006439285714285711,0.752102919346858,high
2026-06-23 14:15:00+00:00,bearish,0.48566142460683076,0.8298214958714519,0.6577414602391414,both_targets,True,London/NY overlap,Tuesday,14,2026-06,2026Q2,0.000795714285714233,0.8854527461652647,high
